rank,word,meaning_ko,example_en,pos,cefr,score,subtlex_count,opensubtitles_count,source
1574,strain,기풍,Even a brief rest interrupts this strain; it unclogs the wheels of action.,other,B1,61.49,534,9216,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1575,value,가치,You know how much I value our friendship.,other,A2,61.48,1626,28710,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1576,brave,건실,No one else was brave enough to speak.,other,A2,61.48,1670,27671,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1577,defense,방위,Data protection is a form of self-defense.,other,A2,61.48,1773,25223,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1578,chaos,혼돈,I seek calm in the midst of chaos.,other,B1,61.48,479,10764,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1579,electronic,전자의,We request First Electronic Rights to accepted submissions.,other,B1,61.48,489,10418,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1580,revolution,혁명,"Cuddling with her cat, Esther plotted the revolution.",other,B2,61.47,659,16160,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1581,interfere,간섭하다,Try using “interfere” in a sentence of your own today.,other,B2,61.47,763,13042,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1582,payment,급부,Payment must be made in advance.,other,B2,61.47,764,12984,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1583,commission,거간,Candidates must be duly nominated by the electoral commission.,other,B2,61.47,815,11809,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1584,century,세기,Movable type was invented in 11th-century China.,other,A2,61.46,1445,33747,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1585,original,원래의,I wish you would identify as an original joke.,other,A2,61.46,1498,32059,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1586,cheap,값싼,Tom replaced his smartphone with a cheap flip phone.,other,A2,61.46,1848,23430,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1587,prick,쭝긋 서다,Tom is an utter prick.,,B2,61.46,815,11732,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1588,instinct,본능,I have a natural instinct for science.,other,B2,61.46,818,11659,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1589,walker,아무려니!,Try using “walker” in a sentence of your own today.,other,B2,61.46,834,11341,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1590,degree,계급,Tom got his degree from a diploma mill.,other,A2,61.45,1678,26945,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1591,shadow,곡두,"Are the shadow people afraid of us, too?",other,A2,61.45,1717,25999,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1592,neighborhood,근린,Everyone looks for lice in their neighborhood.,other,A2,61.45,1925,21989,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1593,alternative,대안,Onions rings are an underrated alternative to fries.,other,B1,61.45,559,8382,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1594,goddamn,망할,Try using “goddamn” in a sentence of your own today.,,C2,61.44,6064,39045,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1595,mar,흠내다,Try using “mar” in a sentence of your own today.,other,B2,61.44,770,12585,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1596,dock,도크,Try using “dock” in a sentence of your own today.,other,B2,61.44,849,10929,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1597,immediate,직사,I don't think I'm in a ton of immediate danger.,other,B1,61.44,571,8061,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1598,bureau,양소매책상,FBI stands for Federal Bureau of Investigation.,other,B1,61.44,575,7996,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1599,alike,같게,The Finnish and Faroese flags look too much alike.,other,B1,61.44,579,7933,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1600,railroad,철도,Try using “railroad” in a sentence of your own today.,other,B1,61.44,710,5859,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1601,process,과정,Information comes faster than people can process it.,other,B1,61.43,1803,35224,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1602,shortly,이윽고,The doctor will be in to see you shortly.,other,B1,61.43,513,9364,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1603,wizard,귀재,Mr. Jackson fits the archetype of a wizard.,other,B1,61.43,597,7508,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1604,romantic,괴기한,I didn't take you for a romantic.,other,A2,61.42,1806,23683,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1605,sob,흐느끼다,Try using “sob” in a sentence of your own today.,,B2,61.42,482,24888,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1606,license,파격,This content is available under a Creative Commons license.,other,A2,61.42,1834,23097,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1607,traitor,매국노,Yair Stern was a terrible person and a traitor.,,B2,61.42,655,15845,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1608,shield,방패,The shield you're looking for is in the crypt.,other,B2,61.42,748,12955,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1609,niece,조카딸,Try using “niece” in a sentence of your own today.,,B1,61.42,517,9217,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1610,ape,고릴라,Everyone you talk to is an ape.,other,B1,61.42,702,5850,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1611,perform,실행하다,We saw a Catalan theater group perform Carmina Burana.,other,A2,61.41,1560,29064,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1612,weak,약한,"My country's enemies are weak, insignificant, and dangerous.",other,A2,61.41,1607,27884,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1613,luggage,수화물,Stow your carry-on luggage in the overhead compartments.,other,B1,61.41,568,7957,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1614,joy,기쁨,He finds joy in capturing moments on canvas.,other,A2,61.4,1528,29873,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1615,thought,도출,Mary never thought she would be this happy.,other,A2,61.4,1704,25436,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1616,sudden,돌연,A sudden burst of energy helped me pull through.,other,A2,61.4,1707,25262,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1617,worm,벌레,Try using “worm” in a sentence of your own today.,other,B2,61.39,856,10446,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1618,deadly,치사,Be careful not to inhale the spores; they're deadly.,other,B1,61.39,504,9410,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1619,terror,테러,Terror seized me by the throat.,other,B1,61.39,522,8913,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1620,practical,실리적,Our boss didn't find Tom's practical joke funny.,other,B1,61.39,577,7685,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1621,soft,묽다,"His words fall like rain, soft and steady.",other,A2,61.38,1633,26642,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1622,translate,번역하다,I'd like to translate your article into French.,other,B1,61.38,514,9039,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1623,chick,병아리,Tom said he wasn't into chick flicks.,other,C1,61.37,2076,23957,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1624,regular,일정,They continued to meet on a regular basis.,other,A2,61.37,1788,23139,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1625,official,공의,They don't belong to any official intelligence agency.,other,A2,61.36,1580,27660,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1626,pilot,도선사,Tom is working on a pilot for a TV series.,other,A2,61.35,1785,22917,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1627,nearby,근처에,Mary went hiking in the nearby national park.,other,B1,61.35,425,11769,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1628,goddess,여신,Do you mean the planet or the goddess?,other,B1,61.35,475,9946,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1629,duck,오리,A duck has just given birth to twelve little ducklings.,other,A2,61.34,1828,22040,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1630,pirate,해적,I was born on a pirate ship.,other,B2,61.34,746,12381,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1631,handy,편리한,Try using “handy” in a sentence of your own today.,other,B1,61.34,623,6634,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1632,uniform,정장,We had to wear a uniform.,other,A2,61.33,1698,24401,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1633,path,진로,Follow your own path and let people talk.,other,A2,61.32,1433,31096,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1634,fortune,운명,May fortune favor the brave this time.,other,A2,61.32,1646,25355,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1635,appointment,배정,I have a urology appointment on the 20th.,other,A2,61.32,1732,23530,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1636,widow,미망인,I'll take a gram of White Widow.,other,B2,61.32,741,12303,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1637,assistance,보조,Trans refugees need financial assistance as well.,other,B1,61.32,559,7707,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1638,stolen,도난된,Tom was caught with stolen property in his possession.,other,C1,61.31,1750,29618,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1639,eagle,수리표,Try using “eagle” in a sentence of your own today.,other,B2,61.31,776,11405,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1640,backward,개약의,Whoever walks backward collapses.,other,B2,61.31,826,10406,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1641,colonel,단당,Try using “colonel” in a sentence of your own today.,other,C2,61.3,4940,48304,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1642,chain,구금,Tom sat on the porch and chain-smoked.,other,A2,61.3,1645,25037,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1643,slam,전승하다,Try using “slam” in a sentence of your own today.,other,B2,61.3,660,14373,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1644,rely,의존하다,Antisemitic conspiracy theories rely on the myth of Jewish unity.,other,B1,61.3,459,10150,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1645,urge,충동,Try using “urge” in a sentence of your own today.,other,B1,61.3,545,7850,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1646,audience,청중,Shakespeare wrote for more than one audience.,other,A2,61.29,1389,31900,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1647,motorcycle,오토바이,Someone's trying to steal your motorcycle.,other,B1,61.29,522,8348,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1648,cab,기관사실,Try using “cab” in a sentence of your own today.,other,A2,61.28,1936,19371,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1649,fort,성채,Try using “fort” in a sentence of your own today.,other,B2,61.28,807,10582,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1650,prom,무도회,I rented a tux for prom.,other,B2,61.28,921,8687,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1651,symptom,증후,Lethargy is a common symptom of that disease.,other,B1,61.28,503,8763,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1652,execute,집행하다,Mass shootings require a high amount of executive function to plan and execute.,other,B2,61.27,710,12697,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1653,western,서부극,There were a lot of Western Yiddish dialects.,other,B2,61.27,716,12531,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1654,fulfill,채우다,Do we all have a destiny to fulfill?,other,B1,61.27,427,11075,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1655,conquer,공략하다,Divide-and-conquer strategies involve pitting groups against one another.,other,B1,61.27,473,9537,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1656,misery,비참,"Even if misery does not kill, peace does not nourish either.",other,B1,61.27,541,7820,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1657,sunset,일몰,The sunset over the ocean was absolutely breathtaking.,other,B1,61.27,573,7155,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1658,witch,마녀,I aspire to be a bog witch some day.,other,C1,61.26,1958,24215,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1659,persuade,설득하다,Try using “persuade” in a sentence of your own today.,other,B1,61.26,503,8655,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1660,toast,축배,Richard Spencer doesn't even know how to make toast.,other,A2,61.25,1843,20448,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1661,politician,정객,"""I'm not a politician,"" said the politician.",other,B1,61.25,444,10339,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1662,operator,교환수,Mary was a switchboard operator when she was younger.,other,B2,61.25,911,8637,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1663,stun,기절시키다,Police responded with stun grenades.,,B1,61.25,501,8622,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1664,overwhelm,덮치다,Try using “overwhelm” in a sentence of your own today.,,B1,61.25,507,8466,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1665,conscience,양심,Your conscience only exists in your head.,other,B2,61.24,721,12150,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1666,worn,닳아빠지다,The stickers on the bottom of my laptop have worn away.,other,B1,61.24,514,8256,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1667,ranger,레인저,Tom's character is a half-elf ranger.,other,B2,61.23,623,14976,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1668,silk,실크,One hand cannot clap or weave silk.,other,B1,61.23,527,7875,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1669,adorable,귀여운,You're not just adorable; you're two dorables!,other,B1,61.23,537,7682,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1670,permission,용납,Do you have permission to be doing that?,other,A2,61.22,1587,24999,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1671,consequence,결과,Does every action have a consequence?,noun,A2,61.22,699,13058,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1672,define,정의하다,"Do we define life, or does life define us?",other,B1,61.22,501,8454,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1673,overnight,밤새도록,I've never been on an overnight hike before.,other,B1,61.22,527,7860,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1674,disturb,어지럽히다,What you're about to see may disturb you.,other,A2,61.21,1578,25028,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1675,rocky,태연한,They explored the caves along the rocky coastline.,other,B2,61.21,848,9375,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1676,terrified,겁먹은,I'm terrified of wasps.,,B1,61.21,488,8744,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1677,curse,악담,"I abjure, curse, and detest the aforesaid errors and heresies.",other,A2,61.2,1478,27347,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1678,junior,2학년,Try using “junior” in a sentence of your own today.,other,A2,61.2,1849,19719,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1679,goat,여소,Our goat had a litter of three kids.,other,B2,61.2,672,13123,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1680,weed,상봉,Ohio voters approved abortion rights and legal weed.,other,B2,61.2,744,11286,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1681,constantly,노상,I believed God was constantly talking to me.,other,B1,61.2,450,9765,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1682,ladder,연줄,Try using “ladder” in a sentence of your own today.,other,B1,61.2,515,8009,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1683,relief,경감,Mary played a key role in the volunteer emergency relief team.,other,B2,61.19,745,11188,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1684,magical,마법의,Unicorns use quintessence for magical purposes.,other,B1,61.19,464,9287,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1685,select,선택하다,Select the statements which are observations rather than inferences.,other,B1,61.19,471,9061,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1686,wax,밀랍,Try using “wax” in a sentence of your own today.,other,B1,61.19,587,6566,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1687,brass,놋쇠,I thought the brass section was a little off.,other,B1,61.19,622,6019,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1688,silver,은,She wore a silver star on her vest.,other,A2,61.18,1624,23523,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1689,delicate,나른한,Try using “delicate” in a sentence of your own today.,other,B1,61.18,489,8544,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1690,helpless,무력한,Poor sanitation practices rendered Europe helpless against the Black Death.,other,B1,61.18,568,6843,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1691,reverse,뒷면,Tom thought the car was in reverse.,other,B2,61.16,741,11036,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1692,miami,피한지,Try using “miami” in a sentence of your own today.,other,B2,61.16,812,9663,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1693,journal,학술지,Someone cited his junk theory in an actual medical journal.,other,B1,61.16,544,7212,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1694,phenomenon,현상,Political violence is chiefly a right-wing phenomenon.,noun,B1,61.16,235,3846,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1695,journalist,신문업자,Try using “journalist” in a sentence of your own today.,other,B1,61.15,409,10898,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1696,sweep,장대,Police officers did a sweep of the building.,other,B2,61.15,763,10520,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1697,seize,잡다,I'd let Tom seize my means of production.,other,B1,61.15,435,9921,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1698,advertise,공고하다,Try using “advertise” in a sentence of your own today.,other,B1,61.15,522,7604,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1699,preserve,보존하다,May God preserve your achievements.,other,B1,61.14,469,8843,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1700,lodge,꽂다,Try using “lodge” in a sentence of your own today.,other,B1,61.14,504,7950,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1701,nation,민족,Resistance fights for the future of a nation.,other,A2,61.13,1431,27519,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1702,stare,노려보아,He couldn’t help but stare at her.,other,B1,61.13,508,7782,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1703,technically,기술적으로,"It's not technically an opera, but a cantata.",other,B2,61.12,739,10839,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1704,gossip,수다,Try using “gossip” in a sentence of your own today.,other,B1,61.12,454,9138,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1705,implement,구현하다,Try using “implement” in a sentence of your own today.,verb,B2,61.12,121,2495,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1706,rehearsal,낭송,Try using “rehearsal” in a sentence of your own today.,other,B2,61.11,777,9974,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1707,infection,감염증,How long is someone infectious after a viral infection?,other,B1,61.11,493,8068,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1708,engagement,고용,We're having an engagement party.,other,B2,61.1,717,11159,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1709,cherry,버찌,"Cherry blossom, cedar and white birch trees provide different flavors of alcohol in Japan.",other,B2,61.1,793,9607,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1710,hawk,매파,Tom has a pet hawk.,other,B2,61.1,836,8892,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1711,sponsor,대부,Tom is John's sponsor.,other,B1,61.1,508,7627,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1712,success,성공,"So long as you try, success is near.",other,A2,61.09,1434,26697,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1713,programme,프로그램,"Peppa Pig is a pleasant, light-hearted and fun programme for kids to watch.",other,B2,61.09,663,12483,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1714,rag,래그,Try using “rag” in a sentence of your own today.,other,B2,61.09,719,11061,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1715,mill,공장,Tom got his degree from a diploma mill.,other,B2,61.09,730,10775,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1716,testimony,십계,The court heard the testimony of Tom Jackson.,other,B2,61.09,769,10028,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1717,foul,꽉막힌,Try using “foul” in a sentence of your own today.,other,B2,61.09,857,8510,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1718,buried,묻힌,Tom buried the treasure in his backyard.,other,C1,61.08,1738,25623,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1719,sorrow,고난,The war brought nothing but sorrow and pain.,other,B1,61.08,427,9771,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1720,tempt,꾀다,Try using “tempt” in a sentence of your own today.,other,B1,61.08,493,7870,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1721,quote,인용구,Is this really a quote by Tom Jackson?,other,B2,61.07,723,10839,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1722,arrival,내도,The footman announced the arrival of the duchess.,other,B1,61.07,463,8623,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1723,tin,양철,It does what it says on the tin.,other,B1,61.07,479,8186,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1724,tension,긴장,"The game ended, but the tension remained.",other,B1,61.07,481,8149,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1725,silence,묵묵,"They both smoked, for some seconds, in silence.",other,A2,61.06,1372,27859,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1726,severe,극심,Tom was diagnosed with autism and severe depression.,other,B1,61.05,480,8032,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1727,mirror,거울,A person is a mirror that reflects the universe.,other,A2,61.04,1494,24276,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1728,polish,닦다,"That's the Indonesian flag, not the Polish flag.",other,B2,61.04,670,11834,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1729,contrary,반하여,Cis ideology is contrary to science.,other,B1,61.04,455,8629,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1730,lighter,라이터,Try using “lighter” in a sentence of your own today.,other,B1,61.04,471,8236,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1731,length,세로,"Regardless of the length of the night, the sun always rises.",other,B1,61.04,473,8176,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1732,pose,제기하다,"Space debris, like old satellites, can pose a hazard to future space missions.",other,B2,61.03,715,10687,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1733,ambassador,대사,Mushfiqur Rahim has become the brand ambassador of Samsung Electronics Bangladesh.,other,B2,61.03,732,10309,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1734,roommate,동숙인,My roommate is in Mexico. You should come over.,other,B2,61.03,762,9760,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1735,parade,행렬,Try using “parade” in a sentence of your own today.,other,B2,61.03,767,9655,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1736,poker,포커,The poker game turned deadly.,other,B2,61.03,827,8624,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1737,appetite,밥맛,My stomach hurts and I’ve lost my appetite.,other,B1,61.03,502,7416,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1738,impress,감명,Who are they trying to impress anyway?,other,A2,61.02,1536,22992,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1739,russia,소련,"America, China, and Russia are competitors in imperialism.",other,B2,61.02,630,12828,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1740,drain,출비,Tom poured all of his whiskey down the drain.,other,B2,61.02,698,11002,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1741,counter,계산계,That medication isn't sold over the counter.,other,B2,61.02,766,9576,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1742,closely,면밀히,The Moabite language was very closely related to Hebrew.,other,B1,61.02,468,8176,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1743,profession,공언,Acting was traditionally viewed as a disreputable profession.,other,B1,61.02,480,7876,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1744,medication,약물,What are the side effects of this medication?,other,B2,61.01,730,10253,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1745,rap,고소,Tom challenged me to a rap battle.,other,A2,61.0,1471,24160,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1746,greeting,인사장,A greeting is a type of phatic expression.,other,B1,61.0,345,12651,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1747,valentine,선물 등,Try using “valentine” in a sentence of your own today.,other,B2,61.0,784,9121,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1748,bracelet,팔찌,Don't pick up that bracelet; it's cursed.,other,B1,61.0,497,7394,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1749,genetic,유전적,The genetic history of Ashkenazi Jews includes an admixture with Italians.,other,B1,60.99,475,7823,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1750,affection,애정,Snuggling is a way that cats show affection.,other,B1,60.99,492,7467,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1751,fur,거웃,My cat's fur is all matted.,other,B1,60.99,506,7143,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
